feature,weight,std
Foreign_Country_Region_South America,2.1830126904725744,0.01797522319641676
Year,1.9312709799299568,0.009326688162250435
TCVUSD,0.8289303195565239,0.02360145720529732
US_Unemployment_Rate,0.490387043886615,0.008250586608016525
Container_LCL/FCL_LCL,0.18989862323909107,0.0009743134926253461
Foreign_Country_Region_North America,0.183377930705268,0.0072438116069440854
US_Port_Coastal_Region_Southwest,0.14798777839806262,0.004324105189883087
US_Port_Coastal_Region_Southeast,0.1396885258670281,0.009671568926782876
us_company_size,0.11052351802449323,0.015377984495627528
HS_Group_Name_Pharma,0.11032526610015055,0.001206243008515918
Foreign_Country_Region_Other Europe (not European Union),0.10035287741373936,0.006039308137646657
Foreign_Country_Region_Oceania,0.012122666188606957,0.0007992732430377956
Foreign_Country_Region_Sub Saharan Africa,-0.0010425766836135609,0.00022452282906567072
Foreign_Country_Region_South Asia,-0.010186956932834335,0.001638198444066541
US_Port_Coastal_Region_Northwest,-0.10127118355658524,0.004022456909603137
US_Port_Coastal_Region_Other,-0.158455073641926,0.0022383286869960247
Foreign_Country_Region_Middle East & North Africa,-0.19829235907912873,0.0038429845791155045
Foreign_Country_Region_Southeast Asia,-0.3262389038541798,0.003115650475326822
US_Port_Coastal_Region_Northeast,-0.36298165780072084,0.0070860361107453205
HS_Group_Name_Edible with Processing,-0.4893344537334812,0.012038668567985524
