colsample_bylevel,colsample_bytree,gamma,learning_rate,max_depth,min_child_weight,n_estimators,reg_alpha,reg_lambda,subsample,loss,iteration
0.8716628664793684,0.8735475017262743,9.641972824586531,0.026618708512535616,18,9,538,11,25.37206157068257,0.7495740135574398,7.793500479,72
0.6932575962555787,0.9341632790491019,12.465467035021428,0.03402290698834592,18,9,594,11,25.338650039602527,0.6958834748727021,7.891088893,73
0.929938519967429,0.9715871677594312,7.770442285988927,0.025845750307625766,22,18,131,4,62.50810848200633,0.7395422872021841,7.900891228,93
0.9147163884641569,0.9994229368780436,7.250765530641152,0.09177293208261081,16,4,137,0,38.3366019144081,0.9162717904909313,7.92179723,65
0.9150235295648411,0.9877194324670737,12.261499544365652,0.1330934350460156,18,22,137,19,29.866439643115775,0.8340385654388591,7.922350864,61
0.6274772342814533,0.9612795753144575,13.161945319330956,0.03320711338811786,24,11,558,23,25.76451420339047,0.522629183444139,7.922426561,80
0.8380257635641388,0.7766957605692589,14.87482915069903,0.021674863340910476,16,4,538,11,14.048466358730359,0.6608367055223223,7.935122803,78
0.8601151773606639,0.8599252827646706,4.277835989812236,0.17537924185027784,23,19,137,13,88.30859216760508,0.903834488346413,7.938790257,43
0.8295157062882463,0.8525325494781111,3.0842432658525247,0.08174101573423637,25,2,95,18,43.13698066694012,0.9458915005683971,7.940538572,38
0.9235283749514707,0.9999190896921448,8.150409876368466,0.09365675154123733,16,4,83,0,37.40896283343278,0.7704500223571464,7.946934619,66
0.6518494094059759,0.8805868242334376,13.812147123420067,0.04085662777643544,18,9,327,11,9.629577293232042,0.5588852545622904,7.954624539,76
0.49672344126347784,0.8393616869600329,3.3444296370385196,0.014815747292353972,19,12,598,14,25.811227352175557,0.871550845836367,7.962375636,33
0.6236446650230687,0.8246265079770609,0.637409627683333,0.039430278524016635,19,7,428,3,18.481914016205092,0.27209235689091527,7.97505142,18
0.8750927748746363,0.8865257116846182,12.649768020314399,0.12752942127524772,18,20,191,12,49.166496034975104,0.8344682367182096,7.977665593,64
0.3320849350608258,0.9230571401971204,0.8453553215477383,0.019749322326425903,19,8,622,17,33.811046656239895,0.726581758415711,7.978349382,13
0.7679526667485121,0.9233452205664889,9.955586423539696,0.05163907781692699,16,4,85,0,12.663318399776795,0.9292362787459922,8.015615855,67
0.7286597466888672,0.9831880230553818,13.47827300405062,0.15111600905103348,23,5,93,9,6.653282446250337,0.7202100336378685,8.019836046,70
0.7753972999958781,0.5939509543568402,10.377901072772758,0.07459337810796926,20,28,253,17,19.535579425851815,0.8563808965994424,8.023955867,90
0.9213511570319851,0.9443251919967519,11.73328407757927,0.1383241492892489,18,22,386,19,30.12958417018386,0.6513164419218515,8.024990122,63
0.8522769719264477,0.8935873645786877,6.482297800163816,0.08729772561596548,15,27,659,3,3.7173214040852613,0.7261109084263696,8.02824189,89
0.46913918666737675,0.744965843904403,8.045086678480889,0.07435940377220669,21,25,493,10,45.514499659656586,0.692621880693346,8.034969037,83
0.7802235011918224,0.8624734423938217,10.060505292983306,0.07523550277006508,27,16,218,28,72.63741677716796,0.49922092592797374,8.037186971,57
0.7952968683548971,0.9039713616024577,11.452491583776704,0.16673522740507685,16,26,137,1,31.728897274341417,0.9022173116543014,8.041908323,71
0.7104039193746026,0.9355802700115106,11.33652921449022,0.1424083979047101,13,16,422,23,43.62672269579437,0.8831539834947485,8.04309209,7
0.5629449477379114,0.9461455308825132,9.845404985279949,0.05798068183784623,14,9,594,0,36.30285032377398,0.6338845254259315,8.045301471,79
0.3816473462629161,0.9973176105296073,2.4089112905795087,0.07038766922309232,19,7,428,2,13.5817083013844,0.7648960041624938,8.045738703,22
0.44324356632336925,0.9921058962414269,3.393408439654034,0.10193843677642625,21,21,168,12,94.67567880294129,0.3937887507219442,8.048237722,27
0.48479273732766565,0.7976083127195881,1.4021448280566977,0.09914686804055993,17,25,282,5,78.95288857679496,0.8118010514318523,8.052264299,9
0.5687127581555067,0.9580719604149194,5.279346284650579,0.10523505591811691,25,2,143,10,60.59112777610756,0.9086238526775603,8.060530058,40
0.45583975851215597,0.8091082178002931,7.230438362689082,0.10470599462121474,22,3,137,20,29.19490949023656,0.8709617399749171,8.08368252,69
0.8111192120380121,0.5740185194278895,12.613304466855762,0.028093842028324437,22,16,373,4,59.11067620029866,0.6044832299298903,8.08403047,96
0.6391021623609242,0.9879256812295883,14.4963106568438,0.19406070673682219,18,22,142,19,32.41483079065391,0.6770730385416687,8.088613395,62
0.4253268564443303,0.8209356882485426,2.6857929495761663,0.06436206445174213,23,7,195,17,1.0245839295366324,0.7083315474168769,8.101638012,24
0.9458303990764013,0.9161789611049319,5.776505546535431,0.21696953878623507,12,14,308,4,64.21105066629994,0.6211830114863508,8.103866164,56
0.7995915091044945,0.8491493616428254,4.798660944436557,0.1836899207706257,15,19,316,8,51.912465119485915,0.8463938816084003,8.124484449,2
0.5489449080459436,0.9534582988823435,11.597830718352357,0.016650589833759034,22,18,179,11,63.262623438841175,0.7716149307428647,8.145007876,95
0.9008317071082089,0.8637659777867788,0.8479049022509394,0.09144699326876504,22,17,617,22,55.03249535105592,0.26210229983154637,8.155733752,11
0.807748170834761,0.8155140782009377,10.462514863431618,0.04409513524972705,13,13,206,25,20.84989132190095,0.7974952131352229,8.157605293,81
0.7077419755497407,0.9015610187305367,6.989311182691474,0.20880951167056166,23,19,349,21,87.50811285411459,0.9485469850531176,8.18178633,46
0.8885860824733859,0.6601229127647366,13.7042758322236,0.1868618464495842,13,19,135,8,83.20735367731253,0.6812923610452395,8.183975862,50
0.6759251422888849,0.7870954702669933,4.496778586411859,0.156797589509243,16,12,501,14,17.080296750329552,0.6388085312878782,8.196127886,36
0.5957989191820039,0.697689734304121,6.35125262921026,0.18188558057587004,15,24,694,16,38.94170104887729,0.5718801702147686,8.196237571,59
0.6465197204498364,0.714707356257315,14.807448556170662,0.12266422633664255,14,6,580,7,53.558645214232214,0.32506676260573525,8.199508816,4
0.8450577279476192,0.48819708542778995,8.472746923847225,0.0846723449604949,25,2,452,18,40.99973902769986,0.946477572360171,8.20577655,39
0.7542042084256989,0.45935538735914033,0.9787965430783565,0.29470065951497854,14,17,229,7,98.29004092759897,0.9490215019799925,8.211224664,51
0.6673576642155286,0.7613327216905105,1.9484872750313085,0.27246121672456847,21,1,194,22,76.19539078773988,0.8545284477295941,8.214902864,52
0.6216163407181746,0.8265451263481938,6.21499024130004,0.047999907000001125,11,9,453,11,5.4709892598252186,0.37824436273642364,8.215263422,35
0.4144287188011015,0.7173695873392357,11.197457209208848,0.09769273860808877,18,17,594,27,34.15477414052089,0.4765062774787922,8.228331089,87
0.4883328976717519,0.7070133096233528,6.79757815138627,0.1436027251734458,25,11,244,25,52.66498198191472,0.8471704694695982,8.23196345,41
0.26931821456838156,0.9013967993553704,6.720457980856616,0.11785194771323912,26,4,243,0,22.13688275745133,0.598757200881441,8.242879998,29
0.6858544974297338,0.9362596426763855,8.33190900343287,0.043645761809511345,10,14,522,5,7.427136477120264,0.5080833136740236,8.265526936,88
0.5250854837313319,0.6886922551898299,3.743704334231756,0.12056078466062958,20,26,355,1,23.660543803788855,0.8648837160046583,8.277752116,34
0.5993843217369018,0.676076047634347,12.22267826529044,0.008237203958117858,17,6,541,11,15.260974968562586,0.5868463399344906,8.278532692,82
0.8219873103126388,0.9686880432901733,9.222867148820207,0.16856846972297862,23,25,555,6,56.630680285646044,0.8886812571535629,8.278617332,48
0.5411560763601366,0.7826803520329633,0.1820227713453928,0.005130443103797906,19,8,692,3,33.65739206589127,0.5460774325416918,8.285842364,21
0.7398929539474447,0.7510423170722496,2.2144622528336764,0.13140069576106594,19,12,669,14,48.09420375852451,0.44344530167124285,8.290012699,37
0.6578407291211659,0.9449528602334782,10.636527255475198,0.23037551757841782,13,29,425,27,28.477618366686684,0.6815709233976539,8.295964715,15
0.33326937126009143,0.8717758731347622,10.966482624333638,0.11171838390543051,18,29,108,15,37.48088316358624,0.25203183640733146,8.35017985,92
0.6044938931412788,0.5137964011926905,0.0035299830018258316,0.011792508688014727,19,10,657,26,35.697481048632184,0.5356882994614586,8.356824212,23
0.6997858344283154,0.7613779064575983,4.479983551464356,0.18752989409632598,16,28,396,21,45.44043821422863,0.4447097990544439,8.356844209,6
0.5112903397940267,0.8454513822780089,8.905599548802636,0.03419057212451234,12,15,237,7,41.29023327866533,0.7572430140418107,8.368864959,85
0.9442185800482961,0.416407813164031,4.960111341043786,0.20771113060122323,26,13,432,13,72.16335903832109,0.829518491139626,8.372217445,47
0.8105954914458591,0.3829312548827046,10.736021635482773,0.11390359449845745,24,15,95,27,46.34266048131677,0.7621068357969906,8.391851163,53
0.9430441123390962,0.8612739301017034,5.798372001853147,0.17331327654816853,7,6,585,13,90.98435375922526,0.903366199578514,8.397855347,44
0.2521706824804696,0.5544906591937839,5.236426382996157,0.29101066055740143,15,5,579,24,81.52990342894032,0.8207718955770742,8.415856921,32
0.9122211626375015,0.6345253104842311,3.2371538994111333,0.2554995952543848,22,2,257,18,76.49540832411756,0.8074424397912414,8.431940795,42
0.7566927269902611,0.6015177588297673,6.036880649828797,0.19740568805852277,10,14,164,23,10.932225059417267,0.3386822980243771,8.437348375,20
0.9164133313320141,0.40392696265438965,14.823929939200877,0.19935792301874106,20,6,357,5,57.66840602126121,0.42010986042618037,8.445124751,3
0.9497026113761445,0.8754527813409821,12.626526613164797,0.021688650671647346,9,8,691,22,23.756329782954875,0.7216834992273159,8.450145594,84
0.8986916496627407,0.9680346809538285,10.72590824706187,0.06424089096717926,11,23,73,19,21.704832227617146,0.8129447801152446,8.476570933,68
0.5052252228420491,0.6478388681456453,14.271966770598262,0.27222608383567726,11,11,409,13,22.743744787982312,0.3504927895683819,8.47870552,5
0.7318211326215259,0.3033518624206269,8.739855720081591,0.14864476415504868,17,29,398,15,51.4754448697536,0.9295115276400527,8.497764297,54
0.3713757434642063,0.5386235213882292,1.0401016673132415,0.11150768674263567,10,21,472,29,54.84890936731679,0.8878263823644255,8.499524372,60
0.7888401959964091,0.9759144208400647,2.7046396388761424,0.226660638596185,6,18,520,16,61.654305765466844,0.7086319331057269,8.615055999,19
0.6991327866511309,0.9487084443491962,7.63628422908035,0.24496129666733885,8,10,162,2,68.18059309875724,0.304355882102249,8.632378504,58
0.8814538454055842,0.8039722936174565,3.0217456036809427,0.09249457986925828,9,18,128,13,43.04283186854057,0.7084439758676371,8.640828922,55
0.8595112895955692,0.7811434903053268,4.3110545725701455,0.24980241912978635,23,19,336,18,99.66607556109665,0.792145990246558,8.650992342,45
0.5779540584728974,0.7305396939009775,7.684273359089282,0.06511995452424582,9,24,221,29,34.968844534366234,0.5253483927861348,8.666916418,26
0.1838592043300838,0.5998718449813337,9.106722954822388,0.23154593806489812,14,15,350,23,0.7563520430535431,0.6261947732467152,8.730420117,12
0.31773577822046095,0.879482081090571,12.04436813105604,0.17751393614998423,7,28,351,28,9.949808437484354,0.9131858956617187,8.815919446,16
0.7841304793193761,0.5862869301867555,4.215392772992866,0.1315801297612139,6,27,662,5,65.14576956489958,0.7376212553822593,8.863544034,49
0.8696713195054198,0.7718981654027246,9.53073776013175,0.06354869921588521,8,9,165,21,0.5464063504757704,0.6594618989038271,8.890274032,86
0.534083931766181,0.9298523079220309,11.113753950303085,0.0026941930383962698,18,9,587,24,18.695527429045278,0.607818286419666,8.913281524,75
0.3546972498324784,0.43310634183835606,5.207919365337449,0.04093521696257934,14,13,368,8,49.39481446106172,0.30208889122154775,8.948598312,8
0.4200084408182936,0.7367984091758039,1.6904781404212386,0.054732206441364284,8,22,276,3,40.16452615487842,0.9296411080326731,8.964742138,30
0.1453780084119048,0.8941158096851347,7.307061612973119,0.1365086379798101,8,26,464,24,25.912173508389735,0.5963314147435024,8.980361999,1
0.679494819307473,0.727154921640978,9.423372813192636,0.026849797222764142,7,9,495,11,26.10866909099713,0.6988185752206781,9.058347819,74
0.08472479874355004,0.9982767472468672,11.870626348903503,0.12346347444653455,11,1,298,28,46.358686712712625,0.783510063328807,9.284188886,91
0.7023476369015229,0.8363636111647704,8.709320734094437,0.01353181501825584,6,9,593,11,2.9711994152767005,0.7451942889354323,9.475066515,77
0.10611759291778144,0.6539519275581,12.9621111045659,0.08014820641393218,18,23,88,9,17.7618013848736,0.479740309343878,10.24460028,31
0.055168069695343984,0.6853659344078207,10.231899260192076,0.19549353590077462,25,27,394,6,69.60635693337264,0.2710404514973855,10.38933805,10
0.19665289338355302,0.7590334840830333,5.510633762781405,0.002264982553217474,22,18,486,16,50.48025399619276,0.6752172923647747,10.64919779,94
0.2056658300766866,0.33887424419855205,3.9101296487749497,0.02821277865805086,10,1,200,4,70.35153023193605,0.4751994931902839,11.04567096,14
0.05023212437192104,0.8314338349779629,0.01791100296293613,0.030568704160072197,12,20,622,19,5.3370852376639935,0.7479988689714855,11.04748047,28
0.2746885689199542,0.92639584528428,1.4839367733017252,0.0023751918988464127,24,8,287,17,17.19318023092581,0.6594260794312244,11.76735741,25
0.13978007656764566,0.3476568929664867,9.518488413374225,0.038192671009433056,17,16,174,15,66.08180028474375,0.7809491684027025,12.30709398,17
